,housing_units,latt,long,median_house_value,population
37336,1803.0,35.29,-84.93,165700.0,4202.0
37337,740.0,35.8,-84.9,93500.0,1470.0
37338,1406.0,35.4,-85.2,85600.0,3093.0
37339,850.0,35.4,-85.6,77500.0,2018.0
37340,324.0,35.02,-85.55,69000.0,607.0
37341,4928.0,35.2,-85.1,147300.0,12085.0
37342,1489.0,35.4,-86.0,99400.0,3593.0
37343,17235.0,35.17,-85.21,163400.0,40042.0
37345,1016.0,35.06,-86.23,86300.0,2311.0
37347,3443.0,35.05,-85.62,124900.0,7559.0
37348,575.0,35.12,-86.43,86200.0,1131.0
37350,827.0,35.0,-85.35,497100.0,1866.0
37351,205.0,35.104,-85.263,80700.0,390.0
37352,1544.0,35.27,-86.36,135400.0,3268.0
37353,1855.0,35.1,-85.0,140600.0,4513.0
37354,7385.0,35.5,-84.4,116300.0,16483.0
37355,10893.0,35.5,-86.1,123400.0,25596.0
37356,1455.0,35.23,-85.84,123800.0,2486.0
37357,2357.0,35.6,-85.9,115000.0,5512.0
37359,405.0,35.21,-86.4,86600.0,783.0
37360,759.0,35.45,-86.27,114800.0,1732.0
37361,693.0,35.1,-84.6,126000.0,1478.0
37362,1464.0,35.1,-84.7,89100.0,3395.0
37363,12872.0,35.1,-85.0,192300.0,32244.0
37365,567.0,35.4,-85.5,78100.0,1314.0
37366,399.0,35.3,-85.84,83200.0,828.0
37367,4443.0,35.6,-85.2,107300.0,10247.0
37369,571.0,35.2,-84.5,66800.0,956.0
37370,1924.0,35.4,-84.7,147300.0,4652.0
37373,1377.0,35.4,-85.11,140200.0,3074.0
37374,903.0,35.17,-85.67,138000.0,2047.0
37375,1305.0,35.2,-85.9,203100.0,3711.0
37376,221.0,35.1,-86.0,59700.0,418.0
37377,6352.0,35.2,-85.3,276900.0,15310.0
37379,11330.0,35.3,-85.2,154900.0,26835.0
37380,2858.0,35.1,-85.7,121000.0,6289.0
37381,4779.0,35.7,-84.9,117200.0,8855.0
37385,4195.0,35.3,-84.2,112800.0,8131.0
37387,1514.0,35.3,-85.7,87900.0,3323.0
37388,11097.0,35.3,-86.2,119200.0,24494.0
37391,818.0,35.12,-84.39,99600.0,1598.0
37394,46.0,35.6,-85.9,78800.0,105.0
37396,120.0,34.99,-85.51,,257.0
37397,4507.0,35.2,-85.5,112200.0,10127.0
37398,6934.0,35.2,-86.2,117800.0,14347.0
37402,2349.0,35.05,-85.31,770800.0,3917.0
37403,1673.0,35.05,-85.29,204200.0,5811.0
37404,5988.0,35.02,-85.27,96100.0,13327.0
37405,7932.0,35.1,-85.4,195100.0,14597.0
37406,6842.0,35.07,-85.25,83400.0,14627.0
37407,3794.0,35.0,-85.29,56900.0,8932.0
37408,807.0,35.03,-85.31,133800.0,1486.0
37409,1435.0,35.0,-85.33,113100.0,2851.0
37410,1801.0,35.0,-85.31,59300.0,3886.0
37411,8490.0,35.03,-85.23,100100.0,17587.0
37412,10366.0,35.0,-85.22,117000.0,20951.0
37415,12490.0,35.13,-85.26,138900.0,23873.0
37416,6679.0,35.11,-85.16,127500.0,14486.0
37419,2975.0,35.1,-85.4,154900.0,6100.0
37421,20747.0,35.03,-85.15,169500.0,46228.0
37601,17829.0,36.3,-82.3,127700.0,36182.0
37604,17350.0,36.3,-82.38,146300.0,34245.0
37614,0.0,36.303,-82.367,,2107.0
37615,9155.0,36.39,-82.46,176200.0,19560.0
37616,2275.0,36.2,-82.7,116300.0,4874.0
37617,6130.0,36.53,-82.38,144100.0,14251.0
37618,5889.0,36.5,-82.2,110800.0,12747.0
37620,18469.0,36.5,-82.1,101100.0,39102.0
37640,2455.0,36.3,-82.0,76000.0,3743.0
37641,3890.0,36.2,-82.7,96900.0,8567.0
37642,6965.0,36.5,-82.7,114600.0,14947.0
37643,15739.0,36.4,-82.1,101800.0,33689.0
37645,2236.0,36.56,-82.66,129100.0,5145.0
37650,6056.0,36.1,-82.4,109700.0,12750.0
37656,1741.0,36.4,-82.64,143600.0,3677.0
37657,606.0,36.0,-82.6,102500.0,972.0
37658,2272.0,36.2,-82.2,84600.0,4386.0
37659,11938.0,36.3,-82.5,148700.0,27585.0
37660,19753.0,36.5,-82.6,116300.0,40038.0
37663,6399.0,36.46,-82.48,154900.0,14617.0
37664,12570.0,36.5,-82.51,143700.0,26880.0
37665,2755.0,36.58,-82.57,84300.0,5589.0
37680,406.0,36.58,-81.76,78200.0,766.0
37681,2756.0,36.3,-82.6,115200.0,6121.0
37682,69.0,36.32,-82.33,,667.0
37683,5833.0,36.5,-81.8,104500.0,13021.0
37686,3414.0,36.45,-82.34,159200.0,7072.0
37687,2674.0,36.2,-82.1,92500.0,5038.0
37688,595.0,36.5,-81.9,106300.0,1018.0
37690,1786.0,36.24,-82.56,115400.0,4122.0
37691,520.0,36.37,-81.76,164200.0,894.0
37692,2262.0,36.19,-82.31,139000.0,4770.0
37694,922.0,36.38,-82.28,88200.0,1955.0
37701,3297.0,35.8,-83.98,119200.0,6817.0
37705,2109.0,36.23,-84.04,140400.0,4559.0
37708,3303.0,36.33,-83.35,102100.0,6563.0
37709,1625.0,36.17,-83.67,102600.0,3732.0
37710,561.0,36.2,-84.3,58000.0,1141.0
37711,2315.0,36.3,-83.0,86000.0,5044.0
37713,753.0,36.11,-83.12,78900.0,1488.0
37714,2196.0,36.3,-84.2,95300.0,4547.0
37715,431.0,36.5,-83.9,53300.0,1000.0
37716,11459.0,36.1,-84.2,127700.0,25749.0
37719,77.0,36.0,-84.4,148400.0,168.0
37721,5407.0,36.13,-83.81,131800.0,12733.0
37722,3464.0,35.8,-83.2,99200.0,6060.0
37723,535.0,36.0,-84.8,85800.0,944.0
37724,1337.0,36.55,-83.7,122500.0,2874.0
37725,8440.0,36.0,-83.4,136100.0,16919.0
37726,1027.0,36.2,-84.9,86400.0,2037.0
37727,1192.0,35.9,-83.0,94100.0,2043.0
37729,656.0,36.51,-84.05,45200.0,1456.0
37730,22.0,36.5,-83.9,50800.0,59.0
37731,518.0,36.52,-83.03,81600.0,711.0
37732,71.0,36.3,-84.6,38800.0,139.0
37733,56.0,36.365,-84.701,,64.0
37737,2482.0,35.76,-84.12,154300.0,5785.0
37738,8352.0,35.7,-83.5,173000.0,5288.0
37742,2482.0,35.67,-84.17,172500.0,5837.0
37743,11932.0,36.1,-82.8,117500.0,25588.0
37745,8696.0,36.3,-82.8,115800.0,18401.0
37748,8452.0,35.9,-84.5,95800.0,17857.0
37752,2692.0,36.5,-83.6,98600.0,6516.0
37753,432.0,35.83,-83.08,137500.0,814.0
37754,1998.0,36.1,-84.0,130400.0,4729.0
37755,1592.0,36.41,-84.53,77400.0,3688.0
37756,1226.0,36.3,-84.5,72000.0,2810.0
37757,4205.0,36.31,-84.16,116800.0,9337.0
37760,5397.0,36.11,-83.45,142800.0,12931.0
37762,1478.0,36.54,-84.14,69100.0,3126.0
37763,7428.0,35.8,-84.5,154900.0,15794.0
37764,4019.0,35.97,-83.62,124700.0,9258.0
37765,308.0,36.6,-83.0,111800.0,546.0
37766,9678.0,36.4,-84.1,88600.0,18850.0
37769,2703.0,36.22,-84.15,95400.0,5990.0
37770,1260.0,36.1,-84.7,89400.0,2646.0
37771,6589.0,35.82,-84.31,126600.0,15380.0
37772,4827.0,35.8,-84.2,208800.0,11146.0
37774,8702.0,35.7,-84.4,230200.0,18321.0
37777,5535.0,35.8,-84.0,180200.0,11274.0
37779,1665.0,36.21,-83.77,89400.0,3978.0
37801,11064.0,35.7,-84.1,157700.0,25124.0
37803,13536.0,35.7,-84.0,180100.0,31668.0
37804,10183.0,35.8,-83.89,156900.0,24682.0
37806,1311.0,36.09,-83.72,104100.0,2868.0
37807,4534.0,36.3,-83.8,95000.0,9923.0
37809,1069.0,36.16,-83.03,103100.0,2278.0
37810,901.0,36.17,-83.11,86700.0,1928.0
37811,1697.0,36.35,-83.2,87900.0,3215.0
37813,7608.0,36.2,-83.3,107600.0,17444.0
37814,14232.0,36.2,-83.3,137800.0,33071.0
37818,2285.0,36.2,-83.0,95600.0,4998.0
37819,331.0,36.55,-84.21,57300.0,713.0
37820,3193.0,36.1,-83.6,99600.0,7495.0
37821,10587.0,36.0,-83.2,97200.0,22608.0
37825,4113.0,36.4,-83.7,92800.0,8399.0
37826,1935.0,35.6,-84.6,98100.0,4361.0
37828,718.0,36.191,-84.076,219400.0,1430.0
37829,779.0,36.0,-84.7,91300.0,1804.0
37830,14676.0,36.0,-84.3,150300.0,29700.0
37840,4425.0,36.1,-84.4,99300.0,10021.0
37841,4364.0,36.5,-84.6,90000.0,9605.0
37843,1749.0,36.0,-83.0,116200.0,3725.0
37845,249.0,36.0,-84.4,50900.0,494.0
37846,2090.0,35.7,-84.5,85700.0,5030.0
37847,1169.0,36.4,-84.3,53600.0,2714.0
37848,131.0,36.24,-83.68,74100.0,246.0
37849,10450.0,36.07,-84.05,152100.0,25459.0
37851,15.0,36.5,-83.9,,36.0
37852,1197.0,36.4,-84.6,59300.0,2558.0
37853,1673.0,35.84,-83.9,135900.0,3815.0
37854,6244.0,35.9,-84.7,96900.0,13108.0
37857,10074.0,36.4,-82.9,99600.0,21309.0
37860,1704.0,36.25,-83.18,136700.0,4113.0
37861,4101.0,36.2,-83.5,90300.0,8340.0
37862,13184.0,35.8,-83.6,174400.0,20934.0
37863,5632.0,35.76,-83.57,169800.0,6569.0
37865,8669.0,35.9,-83.8,156300.0,20912.0
37866,999.0,36.4,-83.9,106400.0,1699.0
37869,2535.0,36.5,-83.3,70500.0,5031.0
37870,2423.0,36.5,-83.8,86200.0,4580.0
37871,3886.0,36.05,-83.69,118200.0,9134.0
37872,974.0,36.3,-84.7,98500.0,2041.0
37873,1990.0,36.5,-82.9,102600.0,4073.0
37874,6621.0,35.6,-84.4,105600.0,14979.0
37876,16983.0,35.9,-83.5,160100.0,29246.0
37877,3614.0,36.16,-83.4,127300.0,8464.0
37878,490.0,35.6,-84.0,47700.0,514.0
37879,5031.0,36.5,-83.5,94900.0,10634.0
37880,2069.0,35.7,-84.7,103700.0,3477.0
37881,1143.0,36.4,-83.3,87100.0,2291.0
37882,2456.0,35.6,-83.8,161600.0,2724.0
37885,2656.0,35.5,-84.1,181700.0,5067.0
37886,2053.0,35.7,-83.8,139400.0,4418.0
37887,2237.0,36.1,-84.6,102400.0,7511.0
37888,1248.0,36.3,-83.6,75000.0,2741.0
37890,3024.0,36.07,-83.29,118100.0,6668.0
37891,1611.0,36.3,-83.1,87000.0,3626.0
37892,897.0,36.5,-84.4,84800.0,2007.0
37902,1136.0,35.96,-83.92,227900.0,1586.0
37909,7754.0,35.95,-84.01,169200.0,15168.0
37912,10610.0,36.01,-83.99,114900.0,20673.0
37914,9659.0,36.0,-83.8,110900.0,19663.0
37915,3002.0,35.97,-83.9,76500.0,5647.0
37916,3066.0,35.95,-83.93,146500.0,12507.0
37917,12807.0,36.0,-83.91,86500.0,24072.0
37918,19014.0,36.06,-83.91,138800.0,42835.0
37919,14364.0,35.91,-84.0,256500.0,28194.0
37920,18814.0,35.9,-83.8,125200.0,39087.0
37921,12639.0,35.98,-83.99,114700.0,28233.0
37922,12792.0,35.86,-84.1,291300.0,33180.0
37923,13576.0,35.93,-84.09,174800.0,27457.0
37924,5118.0,36.04,-83.8,129400.0,11259.0
37931,10972.0,35.98,-84.13,186400.0,26109.0
37932,6197.0,35.92,-84.19,223600.0,14527.0
37934,9410.0,35.87,-84.18,289400.0,24107.0
37938,6906.0,36.12,-83.93,171800.0,17085.0
38001,2074.0,35.8,-89.2,80900.0,4719.0
38002,13689.0,35.3,-89.7,220700.0,38927.0
38004,3384.0,35.43,-89.78,172800.0,9866.0
38006,2238.0,35.7,-89.1,94700.0,5207.0
38007,50.0,36.163,-89.438,70000.0,91.0
38008,4232.0,35.2,-89.0,89000.0,9721.0
38011,3653.0,35.5,-89.7,146300.0,9908.0
38012,6328.0,35.6,-89.3,92300.0,14575.0
38015,1166.0,35.55,-89.82,103100.0,2828.0
38016,18976.0,35.18,-89.77,158000.0,43079.0
38017,17736.0,35.1,-89.6,275500.0,48642.0
38018,14539.0,35.14,-89.77,154500.0,35059.0
38019,6443.0,35.5,-89.6,109600.0,15601.0
38021,26.0,35.9,-89.2,,59.0
38023,2375.0,35.5,-90.0,148700.0,6146.0
38024,12003.0,36.0,-89.4,102200.0,27406.0
38028,2649.0,35.2,-89.6,367400.0,6883.0
38029,35.0,35.24,-89.84,,80.0
38030,441.0,36.0,-89.6,94700.0,977.0
38034,1322.0,35.9,-89.2,85100.0,2998.0
38036,197.0,35.321,-89.621,88300.0,478.0
38037,797.0,35.8,-89.41,73500.0,1773.0
38039,761.0,35.07,-89.18,89500.0,1804.0
38040,2371.0,35.9,-89.5,90900.0,5193.0
38041,1343.0,35.6,-89.7,69800.0,5085.0
38042,375.0,35.14,-89.14,84400.0,796.0
38044,442.0,35.2,-88.8,79500.0,865.0
38046,51.0,35.1,-89.3,541700.0,108.0
38047,36.0,36.03,-89.54,,91.0
38049,1818.0,35.4,-89.5,90100.0,4984.0
38050,231.0,35.8,-89.2,80200.0,459.0
38052,1814.0,35.1,-88.9,86800.0,3907.0
38053,11262.0,35.4,-89.9,137000.0,27932.0
38054,20.0,35.331,-89.873,,284.0
38057,1478.0,35.1,-89.3,167000.0,3649.0
38058,3887.0,35.45,-89.82,143800.0,10236.0
38059,3212.0,36.1,-89.3,99600.0,7663.0
38060,3734.0,35.22,-89.5,170000.0,9496.0
38061,506.0,35.1,-88.8,76400.0,977.0
38063,7502.0,35.7,-89.7,78700.0,17403.0
38066,1098.0,35.1,-89.5,184400.0,2630.0
38067,794.0,35.1,-89.0,96100.0,1476.0
38068,4529.0,35.3,-89.4,132700.0,10941.0
38069,1184.0,35.5,-89.4,84500.0,2376.0
38070,88.0,36.0,-89.4,,175.0
38075,1529.0,35.3,-89.1,86900.0,6936.0
38076,357.0,35.13,-89.42,140900.0,847.0
38077,25.0,36.3291,-89.4752,,43.0
38079,1616.0,36.4,-89.5,83300.0,5577.0
38080,1139.0,36.2,-89.5,57100.0,2568.0
38103,7281.0,35.17,-90.07,235600.0,12180.0
38104,14538.0,35.14,-90.0,175600.0,23409.0
38105,3546.0,35.15,-90.03,67500.0,6184.0
38106,12782.0,35.1,-90.09,55400.0,27222.0
38107,8793.0,35.18,-90.02,82500.0,17698.0
38108,8463.0,35.17,-89.96,46700.0,18729.0
38109,18891.0,35.1,-90.2,67000.0,46594.0
38111,19832.0,35.11,-89.95,99700.0,41742.0
38112,8275.0,35.15,-89.98,92900.0,17472.0
38114,13320.0,35.1,-89.99,59900.0,26905.0
38115,18726.0,35.06,-89.86,94300.0,39129.0
38116,18663.0,35.03,-90.01,101800.0,40404.0
38117,12403.0,35.11,-89.9,172200.0,26125.0
38118,16508.0,35.04,-89.93,76400.0,41465.0
38119,10422.0,35.08,-89.84,170600.0,22330.0
38120,6796.0,35.13,-89.84,275000.0,14237.0
38122,11315.0,35.16,-89.92,73200.0,25270.0
38125,14249.0,35.03,-89.78,149100.0,36150.0
38126,3002.0,35.13,-90.04,50800.0,7334.0
38127,18290.0,35.2,-90.1,62000.0,45248.0
38128,18315.0,35.22,-89.93,85100.0,44863.0
38131,0.0,35.064,-89.993,,0.0
38132,2.0,35.07,-90.0,,7.0
38133,7732.0,35.21,-89.79,137000.0,20787.0
38134,16045.0,35.18,-89.86,123400.0,41948.0
38135,11384.0,35.24,-89.84,165400.0,30657.0
38138,10447.0,35.08,-89.79,252700.0,24045.0
38139,5648.0,35.08,-89.77,355100.0,16086.0
38141,7982.0,35.01,-89.85,97200.0,22462.0
38152,0.0,35.1245,-89.9341,,834.0
38201,4475.0,36.1,-88.5,87200.0,10093.0
38220,880.0,35.99,-88.67,77200.0,1849.0
38221,2043.0,36.3,-88.1,72300.0,3308.0
38222,1620.0,36.4,-88.2,115800.0,2629.0
38224,404.0,36.4,-88.5,84600.0,956.0
38225,2838.0,36.3,-88.7,80300.0,6283.0
38226,170.0,36.47,-88.67,55400.0,345.0
38229,1332.0,36.2,-88.6,68700.0,2931.0
38230,1706.0,36.1,-88.8,75400.0,3736.0
38231,758.0,36.22,-88.42,74200.0,1664.0
38232,1062.0,36.4,-89.3,86900.0,1998.0
38233,1320.0,36.2,-89.0,82400.0,2852.0
38235,220.0,35.99,-88.58,68200.0,441.0
38236,297.0,36.2,-88.3,92200.0,662.0
38237,7022.0,36.4,-88.8,118300.0,16627.0
38240,1039.0,36.2,-89.3,77500.0,2259.0
38241,463.0,36.43,-88.61,83900.0,898.0
38242,9420.0,36.3,-88.4,93800.0,20151.0
38251,1306.0,36.4,-88.4,78900.0,2751.0
38253,484.0,36.3,-89.1,84800.0,1156.0
38254,37.0,36.4,-89.3,50000.0,85.0
38255,1080.0,36.2,-88.9,68900.0,2299.0
38256,3071.0,36.3,-88.1,102100.0,3089.0
38257,2118.0,36.4,-88.9,82100.0,4397.0
38258,725.0,36.02,-88.62,70000.0,1500.0
38259,405.0,36.21,-89.18,78200.0,860.0
38260,1613.0,36.4,-89.2,100800.0,3804.0
38261,7731.0,36.4,-89.1,92500.0,16919.0
38301,15910.0,35.6,-88.9,79400.0,36613.0
38305,20851.0,35.7,-88.8,138500.0,49808.0
38310,2763.0,35.3,-88.4,85800.0,6145.0
38311,493.0,35.4,-88.1,108300.0,786.0
38313,1374.0,35.6,-88.6,97000.0,3204.0
38315,1750.0,35.3,-88.6,76800.0,3876.0
38316,1305.0,36.1,-88.8,77000.0,2917.0
38317,1201.0,36.05,-88.27,64500.0,2537.0
38318,249.0,35.95,-88.26,56400.0,476.0
38320,5358.0,36.1,-88.1,82000.0,10686.0
38321,1167.0,35.8,-88.5,71600.0,2431.0
38326,2364.0,35.06,-88.28,123800.0,2560.0
38327,294.0,35.22,-88.31,97200.0,477.0
38328,343.0,35.67,-88.21,86100.0,730.0
38329,2099.0,35.5,-88.1,75300.0,3220.0
38330,1900.0,36.1,-89.0,78000.0,4404.0
38332,547.0,35.41,-88.43,81900.0,1120.0
38333,405.0,36.1,-87.98,79400.0,523.0
38334,867.0,35.3,-88.6,85700.0,1911.0
38337,618.0,35.77,-89.02,81400.0,1366.0
38339,303.0,35.06,-88.51,87500.0,637.0
38340,5117.0,35.4,-88.7,105100.0,12935.0
38341,1308.0,35.9,-88.1,89100.0,2252.0
38342,704.0,36.09,-88.29,56500.0,1438.0
38343,7037.0,35.8,-89.0,91100.0,15619.0
38344,3996.0,36.0,-88.5,86400.0,8684.0
38345,926.0,35.6,-88.5,101200.0,2089.0
38347,123.0,35.47,-88.5,43500.0,270.0
38348,460.0,35.86,-88.64,73000.0,1037.0
38351,8110.0,35.7,-88.4,101100.0,17603.0
38352,216.0,35.54,-88.53,136400.0,494.0
38355,2263.0,35.8,-88.76,162200.0,5882.0
38356,982.0,35.4,-88.9,88300.0,2193.0
38357,1294.0,35.07,-88.42,104400.0,2757.0
38358,5378.0,35.9,-88.8,92800.0,12121.0
38359,151.0,35.38,-88.38,94200.0,278.0
38361,522.0,35.3,-88.3,150800.0,994.0
38362,452.0,35.72,-88.79,97600.0,1145.0
38363,3123.0,35.7,-88.1,82300.0,6097.0
38365,4.0,35.07,-88.28,,16.0
38366,965.0,35.5,-88.7,116300.0,2267.0
38367,1282.0,35.1,-88.6,87400.0,2843.0
38368,898.0,35.5,-88.4,71400.0,1985.0
38369,877.0,36.1,-89.0,84200.0,1887.0
38370,533.0,35.39,-88.24,61100.0,670.0
38371,648.0,35.43,-88.29,73200.0,1235.0
38372,8459.0,35.2,-88.2,98800.0,17595.0
38374,964.0,35.5,-88.2,82800.0,2052.0
38375,4212.0,35.2,-88.6,86200.0,9251.0
38376,119.0,35.13,-88.34,39600.0,233.0
38379,548.0,35.17,-88.43,105500.0,1171.0
38380,626.0,35.8,-88.02,84500.0,574.0
38381,738.0,35.4,-89.0,76800.0,1640.0
38382,4305.0,36.0,-89.0,78900.0,9515.0
38387,183.0,35.88,-88.28,106300.0,375.0
38388,872.0,35.8,-88.3,104000.0,1840.0
38390,415.0,35.8,-88.4,101400.0,907.0
38391,515.0,35.55,-88.99,109400.0,1174.0
38392,371.0,35.5,-89.0,76100.0,776.0
38401,23943.0,35.7,-87.0,132000.0,54469.0
38425,1156.0,35.4,-88.0,77100.0,3724.0
38449,1331.0,35.1,-86.8,98700.0,2811.0
38450,1314.0,35.2,-87.8,71400.0,2778.0
38451,1968.0,35.5,-87.0,144200.0,4814.0
38452,506.0,35.08,-87.79,72800.0,1091.0
38453,179.0,35.12,-86.8,160900.0,373.0
38454,548.0,35.7,-87.3,81500.0,1208.0
38455,127.0,35.1,-86.9,155000.0,227.0
38456,1657.0,35.3,-87.3,102500.0,4559.0
38457,372.0,35.03,-87.29,98400.0,808.0
38459,223.0,35.19,-86.78,76100.0,453.0
38460,619.0,35.1,-87.16,83000.0,1410.0
38461,600.0,35.6,-87.3,152400.0,1379.0
38462,4597.0,35.5,-87.5,89500.0,10297.0
38463,1226.0,35.1,-87.6,74400.0,2817.0
38464,10036.0,35.3,-87.4,98200.0,22293.0
38468,2254.0,35.1,-87.3,107100.0,5201.0
38469,1783.0,35.08,-87.43,90800.0,4092.0
38471,282.0,35.1,-87.9,86800.0,530.0
38472,1193.0,35.4,-87.0,130100.0,2656.0
38473,501.0,35.04,-87.16,73900.0,1061.0
38474,3453.0,35.5,-87.2,92200.0,7802.0
38475,305.0,35.2,-88.0,111800.0,635.0
38476,534.0,35.85,-87.22,173400.0,1228.0
38477,1304.0,35.1,-87.0,98100.0,2766.0
38478,8369.0,35.2,-87.0,101700.0,17733.0
38481,458.0,35.03,-87.49,72000.0,896.0
38482,669.0,35.8,-87.1,120300.0,1535.0
38483,2296.0,35.4,-87.3,112000.0,5663.0
38485,3115.0,35.3,-87.8,74400.0,6502.0
38486,466.0,35.2,-87.6,79600.0,967.0
38487,453.0,35.72,-87.24,114200.0,1057.0
38488,1089.0,35.1,-86.7,122600.0,2524.0
38501,17203.0,36.2,-85.5,139100.0,36687.0
38504,474.0,36.39,-84.72,158800.0,901.0
38505,0.0,36.177,-85.504,,1806.0
38506,11306.0,36.2,-85.5,141500.0,26521.0
38541,860.0,36.5,-85.4,80700.0,1613.0
38542,22.0,36.32,-85.21,,22.0
38543,338.0,36.4,-85.16,114400.0,560.0
38544,3149.0,36.1,-85.7,115600.0,6543.0
38545,646.0,36.22,-85.67,80700.0,1474.0
38547,829.0,36.16,-86.01,121600.0,1975.0
38548,362.0,36.16,-85.79,91900.0,731.0
38549,2471.0,36.5,-85.2,85500.0,3679.0
38551,2284.0,36.5,-85.4,96300.0,4106.0
38552,141.0,36.199,-85.826,118800.0,275.0
38553,1024.0,36.21,-85.01,93200.0,2312.0
38554,474.0,36.3,-85.2,63400.0,827.0
38555,8922.0,35.9,-85.0,144400.0,18809.0
38556,6386.0,36.4,-84.9,85500.0,12540.0
38558,4679.0,36.0,-84.87,220500.0,6970.0
38559,610.0,35.82,-85.53,93500.0,1340.0
38560,648.0,36.23,-85.86,88200.0,1425.0
38562,3297.0,36.4,-85.7,100300.0,6554.0
38563,1029.0,36.2,-86.0,118500.0,2330.0
38564,324.0,36.29,-85.75,112900.0,453.0
38565,466.0,36.27,-85.01,137500.0,1098.0
38567,359.0,36.13,-85.91,110300.0,784.0
38568,1093.0,36.4,-85.5,89100.0,2034.0
38569,319.0,36.12,-85.85,105200.0,363.0
38570,4536.0,36.4,-85.3,97900.0,9898.0
38571,6153.0,36.0,-85.0,118100.0,13848.0
38572,5543.0,35.8,-85.1,114000.0,10649.0
38573,1164.0,36.5,-85.2,104400.0,2198.0
38574,3749.0,36.1,-85.2,98800.0,8413.0
38575,596.0,36.55,-85.64,90700.0,1172.0
38577,634.0,36.6,-84.9,124800.0,1153.0
38578,97.0,35.977,-85.204,102900.0,177.0
38579,505.0,35.83,-85.54,76600.0,1063.0
38580,743.0,36.28,-85.31,134500.0,1743.0
38581,1928.0,35.7,-85.6,82200.0,4112.0
38582,792.0,36.1,-85.76,138400.0,1426.0
38583,10734.0,35.9,-85.5,98400.0,23825.0
38585,1681.0,35.7,-85.4,76400.0,3717.0
38587,649.0,35.9,-85.6,85000.0,1301.0
38588,607.0,36.5,-85.7,102000.0,1011.0
38589,148.0,36.3,-85.08,29300.0,200.0
38601,1070.0,34.5,-89.5,79900.0,2371.0
38603,1546.0,34.8,-89.2,86200.0,2894.0
38606,6737.0,34.3,-90.0,91100.0,16127.0
38610,1461.0,34.7,-89.0,64500.0,3542.0
38611,6926.0,34.8,-89.7,100200.0,17202.0
38614,8179.0,34.2,-90.6,58500.0,20418.0
38617,337.0,34.4,-90.5,51500.0,734.0
38618,4805.0,34.7,-90.0,100200.0,12031.0
38619,2442.0,34.5,-89.8,66100.0,5004.0
38620,1311.0,34.2,-89.9,65800.0,3375.0
38621,786.0,34.4,-90.2,53100.0,1910.0
38622,312.0,34.17,-90.1,36100.0,705.0
38623,112.0,34.37,-90.27,22500.0,259.0
38625,476.0,34.6,-88.8,85900.0,1058.0
38626,713.0,34.5,-90.4,126800.0,1353.0
38627,495.0,34.5,-89.3,64400.0,1120.0
38629,755.0,34.88,-88.97,83600.0,1774.0
38630,55.0,34.2644,-90.6725,34700.0,132.0
38631,520.0,34.36,-90.64,44000.0,1306.0
38632,9533.0,34.8,-90.0,172600.0,24377.0
38633,1147.0,34.6,-89.2,68900.0,2590.0
38635,6162.0,34.8,-89.5,78400.0,15941.0
38637,9705.0,34.95,-90.05,94300.0,26066.0
38639,445.0,34.4,-90.5,34600.0,1257.0
38641,862.0,34.9,-90.2,182800.0,2338.0
38642,959.0,34.9,-89.3,93500.0,2321.0
38643,1112.0,34.2,-90.3,47000.0,2619.0
38644,87.0,34.451,-90.478,80700.0,208.0
38645,595.0,34.2,-90.5,49600.0,1329.0
38646,1373.0,34.3,-90.3,64800.0,3073.0
38647,522.0,34.9,-89.2,54800.0,1143.0
38650,1683.0,34.5,-89.1,76200.0,3881.0
38651,2736.0,34.89,-89.99,168400.0,7103.0
38652,6951.0,34.5,-89.0,95900.0,16600.0
38654,17347.0,34.9,-89.8,173800.0,45956.0
38655,19405.0,34.3,-89.5,183700.0,36699.0
38658,997.0,34.2,-89.9,77600.0,2074.0
38659,1209.0,34.6,-89.4,57000.0,2841.0
38661,815.0,34.89,-89.57,112500.0,2039.0
38663,5207.0,34.7,-88.9,79600.0,11950.0
38664,1687.0,34.8,-90.3,134300.0,3279.0
38665,1050.0,34.58,-90.15,80900.0,2683.0
38666,3050.0,34.4,-90.0,66900.0,6915.0
38668,5222.0,34.6,-89.9,128000.0,14462.0
38670,506.0,34.4,-90.3,44200.0,1226.0
38671,14400.0,34.95,-90.01,116000.0,35712.0
38672,3896.0,34.95,-89.97,192800.0,11249.0
38673,328.0,34.3,-89.63,64700.0,746.0
38674,431.0,34.88,-88.9,38100.0,898.0
38676,2671.0,34.7,-90.4,71500.0,6375.0
38677,79.0,34.365,-89.538,,4198.0
38680,2361.0,34.95,-90.13,137800.0,6194.0
38683,2627.0,34.9,-88.9,59100.0,5637.0
38685,619.0,34.6,-89.5,65700.0,1347.0
38701,10484.0,33.3,-91.0,80800.0,24187.0
38702,16.0,33.2,-91.0,,1.0
38703,5920.0,33.5,-91.1,70600.0,14568.0
38704,16.0,33.2,-91.0,,41.0
38720,312.0,34.2,-90.8,60700.0,597.0
38721,557.0,33.0,-90.8,56000.0,1230.0
38722,240.0,33.27,-90.88,72400.0,531.0
38723,21.0,33.231,-91.047,,33.0
38725,491.0,33.7,-91.1,50500.0,998.0
38726,231.0,33.75,-90.92,32100.0,532.0
38730,691.0,33.7,-90.8,116900.0,1718.0
38731,77.0,33.1,-91.11,,129.0
38732,7171.0,33.7,-90.7,102100.0,17981.0
38736,181.0,33.6,-90.5,80400.0,440.0
