,housing_units,latt,long,median_house_value,population
55974,1008.0,43.6,-91.6,110100.0,2132.0
55975,1982.0,43.7,-92.4,133200.0,4335.0
55976,3085.0,43.9,-92.5,159800.0,7582.0
55977,80.0,43.57,-92.64,131700.0,203.0
55979,399.0,43.9,-92.0,191300.0,1143.0
55981,2152.0,44.4,-92.1,158100.0,3961.0
55982,197.0,43.82,-92.88,136200.0,436.0
55983,684.0,44.3,-92.8,163100.0,1588.0
55985,814.0,44.2,-92.9,137200.0,1858.0
55987,14483.0,44.0,-91.6,150700.0,35629.0
55990,438.0,43.7,-92.3,115800.0,925.0
55991,683.0,44.3,-92.4,227700.0,1490.0
55992,2017.0,44.3,-92.7,185900.0,4693.0
56001,18611.0,44.1,-94.0,158800.0,46327.0
56003,6249.0,44.22,-94.1,170200.0,14335.0
56007,9789.0,43.7,-93.3,97500.0,21228.0
56009,701.0,43.7,-93.6,122400.0,1613.0
56010,538.0,43.9,-94.2,123800.0,1129.0
56011,3351.0,44.6,-93.8,183900.0,8925.0
56013,2184.0,43.6,-94.1,92700.0,4531.0
56014,387.0,43.6,-93.8,76400.0,797.0
56016,462.0,43.76,-93.34,108300.0,1096.0
56017,919.0,44.32,-93.81,191000.0,1620.0
56019,433.0,44.1,-94.9,103600.0,914.0
56020,55.0,43.613,-93.53,60000.0,115.0
56021,419.0,44.27,-94.31,187500.0,1038.0
56022,36.0,44.053,-94.838,26300.0,70.0
56023,255.0,43.8,-94.0,87800.0,485.0
56024,1072.0,44.14,-93.84,167900.0,2759.0
56025,229.0,43.8,-93.9,110700.0,507.0
56026,863.0,43.9,-93.3,141800.0,2012.0
56027,478.0,43.5,-94.1,62500.0,969.0
56028,819.0,44.23,-93.71,214500.0,1372.0
56029,346.0,43.5,-93.5,95000.0,744.0
56031,5980.0,43.6,-94.5,115100.0,12401.0
56032,136.0,43.766,-93.566,62100.0,313.0
56033,196.0,43.56,-93.94,66300.0,345.0
56034,218.0,44.03,-94.21,175000.0,496.0
56035,226.0,43.824,-93.268,119000.0,546.0
56036,892.0,43.6,-93.2,114200.0,1959.0
56037,664.0,44.0,-94.0,159500.0,1635.0
56039,434.0,43.6,-94.3,109000.0,957.0
56041,482.0,44.2,-94.5,127400.0,1066.0
56042,325.0,43.8,-93.5,130300.0,720.0
56043,221.0,43.65,-93.23,151100.0,486.0
56044,868.0,44.6,-93.9,173100.0,2082.0
56045,374.0,43.76,-93.19,114100.0,813.0
56046,42.0,43.957,-93.282,84500.0,94.0
56047,55.0,43.71,-94.21,85000.0,117.0
56048,1656.0,44.1,-93.7,158500.0,3898.0
56050,649.0,44.27,-93.95,168100.0,1464.0
56051,374.0,43.54,-93.72,62000.0,703.0
56052,328.0,44.3,-93.6,193100.0,699.0
56054,431.0,44.4,-94.4,118900.0,923.0
56055,1721.0,44.1,-94.2,152400.0,3902.0
56056,49.0,44.07,-94.569,56700.0,96.0
56057,1577.0,44.4,-93.7,167900.0,3867.0
56058,2578.0,44.4,-93.9,156900.0,5985.0
56060,211.0,43.94,-94.43,82300.0,452.0
56062,1400.0,44.1,-94.4,106800.0,3208.0
56063,1498.0,44.22,-93.82,291500.0,2724.0
56065,1170.0,43.9,-93.9,135900.0,2844.0
56068,506.0,43.9,-93.8,112300.0,1087.0
56069,1916.0,44.4,-93.5,156900.0,4467.0
56071,4472.0,44.5,-93.6,228600.0,11817.0
56072,1094.0,43.9,-93.5,123300.0,2389.0
56073,7364.0,44.3,-94.5,135500.0,16759.0
56074,790.0,44.3,-94.2,158400.0,2004.0
56075,81.0,43.75,-94.43,61800.0,171.0
56078,190.0,44.01,-93.76,123900.0,476.0
56080,275.0,44.08,-93.853,149500.0,770.0
56081,2732.0,44.0,-94.6,103400.0,6098.0
56082,4646.0,44.3,-94.0,173400.0,13597.0
56083,429.0,44.2,-95.1,80700.0,874.0
56085,2408.0,44.3,-94.7,118000.0,5451.0
56087,1446.0,44.2,-95.0,92600.0,3179.0
56088,910.0,43.8,-94.5,92400.0,1946.0
56089,86.0,43.56,-93.45,45000.0,155.0
56090,306.0,44.0,-94.2,123200.0,694.0
56091,176.0,43.92,-93.69,110800.0,367.0
56093,5152.0,44.1,-93.5,141200.0,12831.0
56096,1569.0,44.2,-93.6,170100.0,3021.0
56097,1746.0,43.7,-93.7,93700.0,3715.0
56098,1064.0,43.8,-94.2,85700.0,2124.0
56101,2793.0,43.9,-95.1,100300.0,5867.0
56110,784.0,43.6,-96.0,106700.0,1843.0
56111,193.0,43.6,-94.9,69000.0,420.0
56113,115.0,44.41,-96.15,117500.0,238.0
56114,186.0,44.0,-95.6,101000.0,361.0
56115,621.0,44.2,-95.9,95700.0,1366.0
56116,251.0,43.63,-96.36,138200.0,628.0
56117,162.0,43.54,-95.67,91900.0,399.0
56118,179.0,43.9,-95.0,115900.0,421.0
56119,439.0,43.7,-95.5,105700.0,1017.0
56120,518.0,44.0,-94.8,73400.0,1121.0
56121,325.0,43.5,-94.6,67800.0,659.0
56122,243.0,43.9,-95.95,105700.0,586.0
56123,323.0,44.1,-95.6,83600.0,514.0
56125,41.0,44.055,-95.548,38600.0,65.0
56127,187.0,43.55,-94.77,61700.0,398.0
56128,853.0,43.9,-96.1,117100.0,1984.0
56129,344.0,43.54,-95.98,78800.0,741.0
56131,1059.0,43.9,-95.6,85900.0,2293.0
56132,349.0,44.2,-95.7,134400.0,540.0
56134,206.0,43.8,-96.22,97800.0,462.0
56136,620.0,44.5,-96.4,81200.0,1118.0
56137,554.0,43.9,-95.3,77400.0,1149.0
56138,374.0,43.54,-96.38,113300.0,899.0
56139,214.0,44.1,-96.2,76400.0,430.0
56140,38.0,43.8,-96.4,61700.0,59.0
56141,166.0,43.9,-95.8,77100.0,323.0
56142,550.0,44.5,-96.2,68900.0,981.0
56143,2196.0,43.6,-95.0,103200.0,4478.0
56144,548.0,43.8,-96.3,77700.0,1143.0
56145,309.0,44.1,-95.2,50400.0,622.0
56146,18.0,43.575,-96.096,42500.0,40.0
56147,83.0,43.7,-96.1,116700.0,192.0
56149,732.0,44.3,-96.3,89800.0,1268.0
56150,1307.0,43.6,-95.2,92100.0,2742.0
56151,387.0,44.0,-95.9,87500.0,823.0
56152,731.0,44.2,-95.3,74500.0,1507.0
56153,121.0,43.84,-96.02,55700.0,224.0
56155,192.0,43.78,-95.93,78400.0,419.0
56156,2763.0,43.7,-96.3,121000.0,6066.0
56157,325.0,44.4,-96.0,155600.0,788.0
56158,173.0,43.6,-96.1,80900.0,434.0
56159,1228.0,43.9,-94.9,72300.0,2928.0
56160,111.0,43.84,-94.8,62500.0,214.0
56161,175.0,43.7,-95.3,72400.0,400.0
56162,129.0,43.84,-94.67,75900.0,285.0
56164,2801.0,44.0,-96.3,98100.0,5969.0
56165,146.0,43.7,-95.7,95000.0,349.0
56166,110.0,44.2,-95.4,64400.0,253.0
56167,326.0,43.57,-95.42,77900.0,661.0
56168,424.0,43.6,-95.8,106600.0,932.0
56169,315.0,44.3,-96.0,120500.0,681.0
56170,280.0,44.2,-96.1,66500.0,587.0
56171,934.0,43.7,-94.8,87800.0,1821.0
56172,1665.0,44.0,-95.8,99500.0,3164.0
56173,161.0,43.53,-96.24,132500.0,424.0
56174,194.0,44.02,-95.31,63600.0,357.0
56175,1562.0,44.3,-95.7,82300.0,3085.0
56176,516.0,43.8,-94.7,67000.0,1137.0
56177,22.0,43.9,-96.2,60000.0,45.0
56178,824.0,44.3,-96.1,88700.0,1746.0
56180,588.0,44.2,-95.5,75000.0,1408.0
56181,550.0,43.7,-94.6,88800.0,1147.0
56183,679.0,44.0,-95.4,66200.0,1263.0
56185,250.0,43.8,-95.84,94500.0,560.0
56186,188.0,44.0,-96.1,72300.0,388.0
56187,5278.0,43.6,-95.5,125000.0,14170.0
56201,9593.0,45.1,-95.0,147300.0,23173.0
56207,118.0,45.56,-96.19,67900.0,251.0
56208,1200.0,45.3,-96.0,70600.0,2066.0
56209,1313.0,45.1,-94.8,145500.0,2339.0
56210,14.0,45.56,-96.56,153100.0,13.0
56211,399.0,45.5,-96.7,72500.0,529.0
56212,278.0,45.1,-96.3,65300.0,531.0
56214,334.0,44.6,-95.3,73500.0,725.0
56215,2244.0,45.3,-95.6,99000.0,4693.0
56216,279.0,44.95,-95.06,108000.0,670.0
56218,312.0,44.8,-96.0,83300.0,628.0
56219,652.0,45.7,-96.8,37000.0,1082.0
56220,1472.0,44.8,-96.3,91900.0,3070.0
56221,406.0,45.5,-96.2,85400.0,773.0
56222,871.0,45.0,-95.4,94700.0,1984.0
56223,670.0,44.8,-95.8,80700.0,1408.0
56224,166.0,44.38,-95.05,87500.0,333.0
56225,522.0,45.5,-96.5,66900.0,834.0
56226,111.0,45.37,-95.69,89800.0,254.0
56227,142.0,45.3,-96.2,109000.0,223.0
56228,442.0,44.94,-94.66,87200.0,882.0
56229,804.0,44.6,-95.7,157600.0,1871.0
56230,374.0,44.8,-95.1,81800.0,854.0
56231,183.0,45.3,-95.8,119800.0,390.0
56232,1141.0,45.0,-96.0,86600.0,2415.0
56235,298.0,45.7,-96.1,99400.0,579.0
56236,183.0,45.7,-96.4,115100.0,359.0
56237,274.0,44.6,-95.4,78800.0,600.0
56239,248.0,44.49,-95.9,123000.0,596.0
56240,489.0,45.5,-96.4,80000.0,1042.0
56241,1943.0,44.8,-95.6,118600.0,4166.0
56243,761.0,45.1,-94.7,120700.0,1725.0
56244,607.0,45.5,-95.7,100400.0,1496.0
56245,210.0,44.7,-95.7,92500.0,535.0
56248,433.0,45.8,-96.1,89300.0,807.0
56249,154.0,45.3,-95.9,83800.0,296.0
56251,438.0,45.15,-94.93,139200.0,987.0
56252,543.0,45.2,-95.3,102900.0,1238.0
56253,694.0,45.0,-94.9,151900.0,1015.0
56255,193.0,44.39,-95.42,70000.0,394.0
56256,1380.0,45.0,-96.2,70000.0,2581.0
56257,289.0,45.0,-96.4,48500.0,508.0
56258,6512.0,44.4,-95.7,153300.0,15617.0
56260,413.0,45.0,-95.5,102100.0,929.0
56262,355.0,45.1,-95.9,72800.0,724.0
56263,240.0,44.42,-95.54,87700.0,541.0
56264,987.0,44.6,-96.0,110100.0,2204.0
56265,3532.0,45.0,-95.7,109000.0,7757.0
56266,737.0,44.4,-94.8,86700.0,1628.0
56267,2803.0,45.6,-96.0,156700.0,6807.0
56270,445.0,44.6,-95.0,84500.0,1061.0
56271,540.0,45.2,-95.4,109500.0,1196.0
56273,2352.0,45.3,-95.0,201500.0,4797.0
56274,94.0,45.9,-96.18,64600.0,177.0
56276,151.0,45.2,-96.3,77500.0,298.0
56277,1432.0,44.8,-95.0,107800.0,3191.0
56278,1612.0,45.3,-96.4,101600.0,2601.0
56279,533.0,45.2,-95.2,146500.0,1271.0
56280,237.0,44.7,-96.1,106500.0,480.0
56281,261.0,44.95,-95.18,109500.0,619.0
56282,631.0,45.0,-95.2,121100.0,1510.0
56283,3073.0,44.5,-95.1,109000.0,6636.0
56284,955.0,44.8,-95.2,93500.0,2111.0
56285,526.0,44.8,-95.4,79600.0,1096.0
56287,35.0,44.48,-95.33,52500.0,81.0
56288,2788.0,45.2,-95.0,236200.0,4696.0
56289,390.0,45.3,-95.2,190300.0,634.0
56291,230.0,44.58,-96.06,114700.0,501.0
56292,261.0,44.5,-95.4,68400.0,636.0
56293,525.0,44.4,-95.2,105500.0,1223.0
56294,41.0,44.316,-95.213,38000.0,84.0
56295,146.0,45.04,-95.83,60000.0,310.0
56296,1132.0,45.8,-96.5,69600.0,2029.0
56297,367.0,44.6,-95.5,89300.0,867.0
56301,12235.0,45.5,-94.2,179800.0,32434.0
56303,11528.0,45.58,-94.21,140300.0,25984.0
56304,6882.0,45.5,-94.1,155300.0,16020.0
56307,1981.0,45.6,-94.6,168600.0,5157.0
56308,12937.0,45.9,-95.4,193800.0,23961.0
56309,774.0,46.1,-95.8,165900.0,1185.0
56310,2130.0,45.6,-94.4,202300.0,5120.0
56311,375.0,45.9,-95.9,122000.0,757.0
56312,998.0,45.5,-95.0,138600.0,2365.0
56313,49.0,45.785,-93.553,45800.0,106.0
56314,497.0,45.8,-94.4,163000.0,1258.0
56315,919.0,46.0,-95.6,192300.0,1591.0
56316,722.0,45.5,-95.1,134300.0,1580.0
56318,873.0,45.9,-94.7,193100.0,1238.0
56319,668.0,46.0,-95.2,168800.0,1321.0
56320,3380.0,45.5,-94.4,187100.0,8080.0
56321,2.0,45.6,-94.4,,1536.0
56323,248.0,45.64,-95.72,87400.0,496.0
56324,647.0,46.2,-95.9,178200.0,1115.0
56325,91.0,45.564,-94.947,112500.0,211.0
56326,807.0,46.0,-95.7,140900.0,1526.0
56327,557.0,45.8,-95.6,191400.0,803.0
56328,55.0,45.954,-94.532,90000.0,128.0
56329,2838.0,45.7,-93.9,166500.0,7367.0
56330,671.0,45.8,-93.8,154700.0,1691.0
56331,764.0,45.6,-94.7,179100.0,2019.0
56332,684.0,46.0,-95.5,222800.0,1407.0
56334,3392.0,45.6,-95.3,162600.0,5497.0
56335,95.0,45.601,-94.861,98500.0,199.0
56336,1128.0,45.8,-94.7,208600.0,1514.0
56338,1305.0,46.0,-93.9,184400.0,1691.0
56339,609.0,45.8,-95.8,93100.0,1129.0
56340,919.0,45.7,-94.4,171200.0,2288.0
56342,2611.0,46.2,-93.4,173000.0,2739.0
56343,511.0,45.8,-95.7,142300.0,926.0
56345,6455.0,46.0,-94.4,141300.0,14786.0
56347,2961.0,46.0,-94.9,123900.0,7062.0
56349,357.0,45.7,-95.5,184400.0,733.0
56350,570.0,46.3,-93.2,128900.0,570.0
56352,2412.0,45.6,-94.8,156500.0,5868.0
56353,3789.0,45.8,-93.6,150200.0,8996.0
56354,1042.0,46.1,-95.3,210300.0,1367.0
56355,237.0,45.93,-95.23,157200.0,579.0
56356,129.0,45.628,-94.754,100500.0,300.0
56357,389.0,45.7,-93.8,190000.0,1029.0
56358,1413.0,45.8,-93.4,134900.0,3256.0
56359,2240.0,46.1,-93.7,141000.0,3878.0
56360,2530.0,45.9,-95.1,169100.0,3917.0
56361,1269.0,46.2,-95.3,138100.0,2403.0
56362,2978.0,45.4,-94.7,161900.0,5844.0
56363,59.0,45.699,-93.648,140000.0,155.0
56364,2244.0,46.0,-94.0,151700.0,5416.0
56367,2519.0,45.8,-94.2,171700.0,6263.0
56368,2376.0,45.5,-94.5,203300.0,4239.0
56369,235.0,45.47,-94.344,129800.0,528.0
56371,54.0,45.43,-94.63,120500.0,99.0
56373,1168.0,45.9,-94.2,172300.0,3051.0
56374,3209.0,45.6,-94.4,172500.0,9868.0
56375,317.0,45.7,-94.27,157800.0,852.0
56376,138.0,45.498,-94.667,124100.0,358.0
56377,6771.0,45.64,-94.23,181500.0,17648.0
56378,3605.0,45.7,-95.0,171200.0,7778.0
56379,6573.0,45.7,-94.1,159200.0,16163.0
56381,1380.0,45.6,-95.6,135400.0,2458.0
56382,664.0,45.9,-94.6,166700.0,1540.0
56384,161.0,45.81,-94.57,109400.0,328.0
56385,681.0,45.7,-95.2,140000.0,928.0
56386,593.0,46.1,-93.5,169300.0,652.0
56387,3428.0,45.53,-94.24,141300.0,6734.0
56389,42.0,45.801,-95.084,68100.0,111.0
56401,14910.0,46.3,-94.1,166600.0,29439.0
56425,3188.0,46.34,-94.27,169500.0,7655.0
56431,7858.0,46.5,-93.6,181300.0,8931.0
56433,1360.0,47.0,-94.7,166600.0,1840.0
56434,99.0,46.34,-94.95,127800.0,235.0
56435,2186.0,46.8,-94.5,148900.0,2372.0
56436,26.0,47.1568,-94.6898,158300.0,67.0
56437,540.0,46.2,-95.0,89500.0,1380.0
56438,1461.0,46.2,-94.8,126100.0,2949.0
56440,598.0,46.2,-95.0,85700.0,1409.0
56441,2066.0,46.6,-94.0,131600.0,3596.0
56442,3136.0,46.7,-94.1,389300.0,2381.0
56443,1491.0,46.2,-94.6,189800.0,1417.0
56444,2768.0,46.4,-93.9,250300.0,3087.0
56446,773.0,46.1,-95.1,111100.0,1597.0
56447,1480.0,46.7,-93.9,196200.0,1150.0
56448,613.0,46.76,-94.08,231700.0,332.0
56449,827.0,46.2,-94.3,198900.0,1769.0
56450,1209.0,46.2,-93.8,162900.0,1017.0
56452,3223.0,46.9,-94.5,245600.0,1755.0
56453,423.0,46.3,-95.2,100400.0,871.0
56455,785.0,46.45,-94.0,126100.0,1488.0
56456,24.0,46.6455,-94.3344,76700.0,50.0
56458,292.0,47.2,-94.9,132100.0,357.0
56461,2033.0,47.2,-94.9,173000.0,3241.0
56464,2539.0,46.8,-95.1,141100.0,4336.0
56465,1693.0,46.5,-94.1,245000.0,2062.0
56466,2136.0,46.4,-94.6,145700.0,3116.0
56467,2484.0,47.0,-94.8,187200.0,2412.0
56468,3694.0,46.5,-94.3,269100.0,4589.0
56469,1199.0,46.7,-93.6,185400.0,998.0
56470,7407.0,47.0,-95.1,176800.0,10334.0
56472,5803.0,46.5,-94.3,201500.0,7459.0
56473,1747.0,46.3,-94.5,165000.0,3380.0
56474,2739.0,46.7,-94.4,142300.0,4244.0
56475,738.0,46.1,-94.5,130200.0,1655.0
56477,1404.0,46.7,-95.0,115500.0,2758.0
56479,2631.0,46.5,-94.8,114200.0,5384.0
56481,958.0,46.5,-94.9,116100.0,2031.0
56482,3016.0,46.5,-95.1,113700.0,6666.0
56484,2640.0,47.1,-94.4,198200.0,3205.0
56501,9412.0,46.8,-95.7,175400.0,16290.0
56510,1131.0,47.4,-96.5,81100.0,2333.0
56511,1195.0,46.8,-96.0,206700.0,1878.0
56514,1560.0,46.7,-96.4,140500.0,3696.0
56515,3037.0,46.3,-95.7,222400.0,2892.0
56516,140.0,47.4,-96.0,77500.0,294.0
56517,118.0,47.6,-96.6,82000.0,279.0
56518,156.0,46.48,-95.24,121600.0,388.0
56519,150.0,47.2,-96.5,101500.0,300.0
56520,1868.0,46.3,-96.5,109700.0,3983.0
56521,313.0,47.0,-95.9,126600.0,757.0
56522,271.0,46.1,-96.4,77500.0,538.0
56523,228.0,47.6,-96.8,83500.0,539.0
56524,787.0,46.2,-95.6,226900.0,661.0
56525,48.0,46.659,-96.751,96000.0,106.0
56527,412.0,46.4,-95.3,124700.0,840.0
56528,1729.0,46.5,-95.8,200000.0,1673.0
56529,1728.0,46.88,-96.69,155100.0,4026.0
56531,1093.0,46.0,-96.0,91400.0,1994.0
56533,141.0,46.4,-96.16,116200.0,291.0
56534,632.0,46.5,-96.0,156900.0,1164.0
56535,885.0,47.7,-96.1,158500.0,1363.0
56536,224.0,47.0,-96.5,117700.0,482.0
56537,8876.0,46.3,-96.1,137500.0,18548.0
56540,920.0,47.6,-96.3,114100.0,1962.0
56541,14.0,47.16,-96.12,,24.0
56542,1377.0,47.6,-95.7,113000.0,2829.0
56543,130.0,46.3,-96.3,100800.0,276.0
56544,2673.0,46.7,-95.6,166400.0,5294.0
56545,347.0,47.4,-96.2,86600.0,682.0
56546,147.0,47.1,-96.7,121800.0,346.0
56547,998.0,46.9,-96.6,169700.0,2700.0
56548,399.0,47.4,-96.7,96800.0,771.0
56549,1963.0,46.9,-96.3,166900.0,4508.0
56550,203.0,47.3,-96.7,88500.0,414.0
56551,1452.0,46.3,-95.5,139900.0,2237.0
56552,199.0,46.99,-96.22,97900.0,429.0
56553,127.0,46.4,-96.6,103400.0,293.0
56554,1866.0,46.9,-96.1,195600.0,2709.0
56556,545.0,47.7,-95.9,78500.0,1160.0
56557,1248.0,47.3,-95.8,89400.0,2811.0
56560,16298.0,46.8,-96.7,156300.0,40766.0
56565,52.0,46.06,-96.32,56300.0,107.0
56566,262.0,47.2,-95.6,60400.0,668.0
56567,1560.0,46.6,-95.4,138400.0,3169.0
56568,89.0,47.5,-96.8,34200.0,142.0
56569,809.0,47.1,-95.8,121800.0,1357.0
56570,816.0,46.9,-95.4,171500.0,1238.0
56571,1589.0,46.4,-95.5,207800.0,1800.0
56572,3893.0,46.6,-96.1,158800.0,5454.0
56573,3340.0,46.6,-95.5,172100.0,5993.0
56574,132.0,47.2,-96.7,101000.0,266.0
56575,582.0,47.0,-95.5,138900.0,763.0
56576,844.0,46.5,-95.7,212100.0,799.0
56577,15.0,46.974,-95.818,,21.0
56578,625.0,46.9,-95.6,205300.0,747.0
56579,539.0,46.5,-96.3,112700.0,1136.0
56580,440.0,46.7,-96.6,158700.0,1171.0
56581,165.0,47.46,-96.76,53300.0,287.0
56583,96.0,46.0,-96.4,33500.0,168.0
56584,772.0,47.2,-96.2,81900.0,1553.0
56585,481.0,47.1,-96.2,111100.0,1049.0
56586,1292.0,46.3,-95.8,187500.0,1839.0
56587,1132.0,46.6,-95.9,188200.0,1404.0
56588,421.0,46.2,-95.5,171700.0,568.0
56589,1456.0,47.2,-95.8,119200.0,1975.0
56590,204.0,46.0,-96.2,91400.0,373.0
56591,62.0,47.1,-96.0,35400.0,170.0
56592,243.0,47.5,-96.0,72200.0,516.0
56593,11.0,46.803,-95.353,76700.0,14.0
56594,201.0,46.5,-96.7,143800.0,440.0
56601,14446.0,47.5,-94.8,156000.0,32225.0
56621,2378.0,47.4,-95.4,115700.0,4639.0
56623,2102.0,48.6,-94.6,122200.0,2749.0
56626,271.0,47.3,-94.2,56300.0,356.0
56627,346.0,48.2,-93.9,59100.0,309.0
56628,1910.0,47.7,-93.6,165000.0,1681.0
56629,216.0,48.631,-94.107,116100.0,197.0
56630,1177.0,47.7,-94.5,112900.0,2117.0
56633,2516.0,47.3,-94.5,99000.0,4541.0
56634,817.0,47.7,-95.4,117200.0,1639.0
56636,3215.0,47.4,-94.0,136200.0,5137.0
56637,176.0,47.62,-93.83,185200.0,227.0
56639,486.0,47.9,-93.5,135000.0,459.0
56641,354.0,47.3,-94.1,170500.0,324.0
56644,528.0,47.9,-95.4,113100.0,787.0
56646,208.0,47.8,-95.6,115600.0,355.0
56647,520.0,47.7,-94.6,142100.0,839.0
56649,5312.0,48.5,-93.4,104200.0,9932.0
56650,606.0,48.0,-94.7,110200.0,722.0
56651,476.0,47.4,-95.6,103600.0,538.0
56652,350.0,47.7,-95.3,137500.0,539.0
56653,816.0,48.4,-93.8,101300.0,1336.0
56654,110.0,48.5,-93.9,92200.0,153.0
56655,2188.0,47.0,-94.2,266700.0,1303.0
56657,551.0,47.6,-93.6,253400.0,304.0
56658,28.0,48.0927,-93.9404,,6.0
56659,78.0,47.6,-94.0,205000.0,54.0
56660,200.0,48.0,-94.2,69700.0,240.0
56661,793.0,47.8,-94.1,105900.0,942.0
56662,1174.0,46.9,-94.0,239400.0,511.0
56663,224.0,47.5,-94.5,158000.0,220.0
56666,307.0,48.0,-94.9,160800.0,1066.0
56667,336.0,47.7,-94.9,146000.0,662.0
56668,77.0,48.612,-93.346,123400.0,136.0
56669,480.0,48.3,-93.2,180100.0,375.0
56670,429.0,47.8,-94.9,90500.0,1440.0
56671,1078.0,47.8,-95.0,79200.0,3371.0
56672,2670.0,47.0,-94.0,190400.0,2097.0
56673,626.0,48.8,-95.2,93200.0,795.0
56676,1029.0,47.5,-95.2,138800.0,1663.0
56678,645.0,47.4,-95.1,121900.0,1321.0
56680,185.0,47.66,-93.92,130000.0,117.0
56681,324.0,47.6,-94.2,114700.0,318.0
56683,439.0,47.7,-94.8,180100.0,772.0
56684,172.0,47.8,-95.7,113000.0,282.0
56685,293.0,48.2,-94.6,203800.0,117.0
56686,832.0,48.8,-94.9,124000.0,984.0
56687,37.0,47.512,-94.973,115600.0,73.0
56688,185.0,47.8,-93.9,132500.0,157.0
56701,5693.0,48.1,-96.2,111700.0,12690.0
56710,237.0,48.24,-97.0,96700.0,490.0
56711,243.0,49.2,-95.1,,96.0
56713,470.0,48.4,-96.8,81700.0,1022.0
56714,593.0,48.8,-96.0,94400.0,1157.0
56715,171.0,47.8,-96.1,80000.0,350.0
56716,3865.0,47.7,-96.5,109800.0,9416.0
56720,27.0,48.57,-96.9,26300.0,57.0
56721,4220.0,47.9,-96.9,152700.0,10096.0
56722,167.0,48.0,-96.7,115100.0,386.0
56723,410.0,47.8,-96.8,153400.0,970.0
56724,131.0,48.4,-95.8,79500.0,159.0
56725,470.0,48.1,-95.8,96200.0,978.0
56726,795.0,48.8,-96.2,84900.0,1631.0
56727,630.0,48.3,-95.5,108400.0,769.0
56728,747.0,48.8,-96.9,92600.0,1364.0
56729,79.0,48.7,-96.6,65000.0,140.0
56731,47.0,48.922,-97.095,28000.0,93.0
56732,627.0,48.6,-96.6,73100.0,1136.0
56733,234.0,48.7,-96.9,63800.0,390.0
56734,339.0,48.8,-96.6,46300.0,467.0
56735,487.0,48.9,-96.7,69000.0,816.0
56736,978.0,47.7,-96.2,195300.0,903.0
56737,496.0,48.4,-96.0,88000.0,871.0
56738,626.0,48.3,-96.3,95400.0,1368.0
56741,159.0,49.3,-94.9,,23.0
56742,447.0,47.81,-95.89,67600.0,918.0
56744,305.0,48.2,-97.1,91800.0,621.0
56748,291.0,47.9,-95.9,106300.0,600.0
56750,1171.0,47.9,-96.3,93700.0,2539.0
56751,2599.0,48.8,-95.9,109400.0,5575.0
56754,246.0,48.0,-96.3,85000.0,546.0
56755,70.0,48.9,-97.1,51700.0,102.0
56756,362.0,48.8,-95.5,96900.0,799.0
56757,523.0,48.5,-96.9,64600.0,932.0
56758,247.0,48.5,-96.5,87900.0,418.0
56759,200.0,48.6,-96.1,70000.0,364.0
56760,174.0,48.2,-96.4,95000.0,358.0
56761,272.0,48.6,-95.6,91700.0,488.0
56762,1164.0,48.2,-96.8,88200.0,2494.0
56763,2427.0,48.9,-95.3,109700.0,5180.0
57001,792.0,43.0,-96.6,95500.0,1672.0
57002,394.0,44.3,-96.7,125100.0,863.0
57003,706.0,43.7,-96.8,157900.0,1879.0
57004,1489.0,43.1,-96.8,125700.0,3356.0
57005,3854.0,43.6,-96.6,182200.0,10473.0
57006,9745.0,44.3,-96.8,153700.0,24530.0
57010,251.0,42.8,-96.8,158500.0,493.0
57012,496.0,43.6,-97.3,98100.0,1160.0
57013,1886.0,43.3,-96.6,135200.0,4440.0
57014,688.0,43.1,-97.0,92700.0,1471.0
57015,328.0,43.4,-97.0,109000.0,787.0
57016,469.0,43.89,-96.97,153100.0,693.0
57017,568.0,44.0,-96.8,120200.0,1340.0
57018,585.0,43.8,-97.0,128800.0,1372.0
57020,533.0,43.68,-96.83,158300.0,1502.0
57021,133.0,43.27,-96.98,165200.0,276.0
57022,1985.0,43.9,-96.7,140500.0,4996.0
57024,183.0,44.0,-96.6,83600.0,428.0
57025,1221.0,42.7,-96.7,119200.0,2795.0
57026,603.0,44.3,-96.5,108100.0,1458.0
57027,44.0,43.19,-96.51,88100.0,109.0
57028,1528.0,44.0,-96.6,92000.0,3448.0
57029,1007.0,43.3,-97.5,88600.0,2023.0
57030,1145.0,43.7,-96.5,162000.0,2959.0
57031,315.0,42.86,-97.19,95500.0,741.0
57032,2140.0,43.4,-96.7,187900.0,5906.0
57033,1753.0,43.6,-97.0,175100.0,4713.0
57034,318.0,43.1,-96.5,107600.0,712.0
57035,487.0,43.6,-97.1,206000.0,1200.0
57036,373.0,43.3,-97.1,65100.0,811.0
57037,369.0,43.1,-97.3,76400.0,819.0
57038,672.0,42.6,-96.57,151200.0,1667.0
57039,1361.0,43.3,-96.9,128200.0,3265.0
57040,189.0,43.1,-97.6,73500.0,389.0
57041,44.0,43.724,-96.869,,97.0
57042,3845.0,44.0,-97.2,113700.0,8415.0
57043,636.0,43.4,-97.3,85900.0,1378.0
57045,500.0,43.2,-97.5,61700.0,996.0
57046,274.0,43.0,-97.3,89300.0,626.0
57047,122.0,43.51,-97.22,65000.0,256.0
57048,448.0,43.7,-97.2,115900.0,1170.0
57049,2482.0,42.6,-96.6,216200.0,5789.0
57050,83.0,44.1,-97.0,162500.0,191.0
57051,174.0,44.2,-97.3,57900.0,263.0
